#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
lcl|NC_000913.3_prot_525	lcl|NC_017632.1_prot_WP_000145927.1_2264	101	96	92	96	93	86.022	166
lcl|NC_000913.3_prot_NP_415075.1_528	lcl|NC_017632.1_prot_WP_001070440.1_1463	110	110	100	100	110	98.182	216
lcl|NC_000913.3_prot_NP_415077.1_531	lcl|NC_017632.1_prot_WP_001313946.1_1464	183	183	100	100	183	96.721	367
lcl|NC_000913.3_prot_NP_415078.1_532	lcl|NC_017632.1_prot_WP_000879821.1_1465	265	265	100	100	265	90.943	507
lcl|NC_000913.3_prot_NP_415082.1_537	lcl|NC_017632.1_prot_WP_001099712.1_2258	120	120	100	100	120	100.000	252
lcl|NC_000913.3_prot_YP_588439.1_538	lcl|NC_017632.1_prot_WP_000971053.1_2257	46	46	100	100	46	95.652	91.3
lcl|NC_000913.3_prot_NP_415083.1_539	lcl|NC_017632.1_prot_WP_001204776.1_2256	127	127	100	100	127	96.063	253
lcl|NC_000913.3_prot_540	lcl|NC_017632.1_prot_WP_000737290.1_1467	365	360	100	100	365	90.137	655
lcl|NC_000913.3_prot_NP_415086.1_542	lcl|NC_017632.1_prot_WP_000839596.1_2254	71	71	100	100	71	100.000	143
lcl|NC_000913.3_prot_NP_415087.1_543	lcl|NC_017632.1_prot_WP_001135277.1_2253	165	165	100	100	165	98.788	337
lcl|NC_000913.3_prot_NP_415088.1_544	lcl|NC_017632.1_prot_WP_001082537.1_2090	153	154	99	99	152	82.895	250
lcl|NC_000913.3_prot_YP_588440.1_545	lcl|NC_017632.1_prot_WP_001228695.1_2252	60	60	100	100	60	98.333	116
lcl|NC_000913.3_prot_NP_415089.1_546	lcl|NC_017632.1_prot_WP_001298464.1_2251	97	97	100	100	97	91.753	169
lcl|NC_000913.3_prot_YP_009518756.1_552	lcl|NC_017632.1_prot_WP_000937495.1_2062	61	89	100	69	61	100.000	124
lcl|NC_000913.3_prot_NP_415097.1_554	lcl|NC_017632.1_prot_WP_001201858.1_2884	317	317	100	100	317	98.107	638
lcl|NC_000913.3_prot_NP_415099.1_556	lcl|NC_017632.1_prot_WP_001224580.1_2883	296	296	100	100	296	96.959	588
lcl|NC_000913.3_prot_NP_415100.1_557	lcl|NC_017632.1_prot_WP_014639780.1_2882	990	990	100	100	990	98.485	1997
lcl|NC_000913.3_prot_NP_415101.1_558	lcl|NC_017632.1_prot_WP_000383915.1_2881	745	745	100	100	745	99.597	1531
lcl|NC_000913.3_prot_NP_415102.1_559	lcl|NC_017632.1_prot_WP_000253820.1_2880	480	480	100	100	480	98.958	977
lcl|NC_000913.3_prot_NP_415103.1_560	lcl|NC_017632.1_prot_WP_000770953.1_2879	227	227	100	100	227	100.000	456
lcl|NC_000913.3_prot_NP_415104.1_561	lcl|NC_017632.1_prot_WP_000074207.1_2878	457	460	100	99	457	98.906	915
lcl|NC_000913.3_prot_NP_415105.1_562	lcl|NC_017632.1_prot_WP_000709874.1_2877	110	110	100	100	110	98.182	224
lcl|NC_000913.3_prot_NP_415106.1_563	lcl|NC_017632.1_prot_WP_000717094.1_2876	407	407	100	100	407	98.771	816
lcl|NC_000913.3_prot_NP_415107.1_564	lcl|NC_017632.1_prot_WP_000573981.1_2875	1047	1047	100	100	1047	99.427	2106
lcl|NC_000913.3_prot_NP_415108.1_565	lcl|NC_017632.1_prot_WP_000786320.1_2874	458	458	100	100	458	99.782	915
lcl|NC_000913.3_prot_NP_415109.1_566	lcl|NC_017632.1_prot_WP_001153132.1_2873	415	415	100	100	415	99.759	840
lcl|NC_000913.3_prot_NP_415111.1_568	lcl|NC_017632.1_prot_WP_000360950.1_2871	122	127	99	95	121	100.000	251
lcl|NC_000913.3_prot_NP_415112.1_569	lcl|NC_017632.1_prot_WP_000682524.1_2870	82	82	100	100	82	97.561	157
lcl|NC_000913.3_prot_NP_415113.1_570	lcl|NC_017632.1_prot_WP_001130659.1_2869	372	372	100	100	372	98.656	772
lcl|NC_000913.3_prot_YP_025295.1_571	lcl|NC_017632.1_prot_WP_000956465.1_2868	50	50	100	100	50	98.000	98.2
lcl|NC_000913.3_prot_NP_415115.2_573	lcl|NC_017632.1_prot_WP_001298346.1_2867	206	206	100	100	206	92.718	397
lcl|NC_000913.3_prot_NP_415116.1_574	lcl|NC_017632.1_prot_WP_001034892.1_2866	746	746	100	100	746	99.196	1526
lcl|NC_000913.3_prot_NP_415117.2_575	lcl|NC_017632.1_prot_WP_000125850.1_2864	400	400	100	100	400	95.250	788
lcl|NC_000913.3_prot_YP_588441.1_576	lcl|NC_017632.1_prot_WP_000885787.1_2863	72	72	100	100	72	95.833	144
lcl|NC_000913.3_prot_NP_415118.1_577	lcl|NC_017632.1_prot_WP_000077765.1_2862	1293	1293	100	100	1293	97.757	2584
lcl|NC_000913.3_prot_NP_415119.1_578	lcl|NC_017632.1_prot_WP_000096768.1_2861	377	377	100	100	377	93.634	729
lcl|NC_000913.3_prot_NP_415120.1_579	lcl|NC_017632.1_prot_WP_000140634.1_2860	271	271	99	99	270	99.259	549
lcl|NC_000913.3_prot_NP_415121.1_580	lcl|NC_017632.1_prot_WP_000640939.1_2859	330	330	100	100	330	97.273	621
lcl|NC_000913.3_prot_NP_415122.1_581	lcl|NC_017632.1_prot_WP_001346359.1_2858	334	334	100	100	334	99.102	627
lcl|NC_000913.3_prot_NP_415123.1_582	lcl|NC_017632.1_prot_WP_001041793.1_2857	416	416	100	100	416	99.279	792
lcl|NC_000913.3_prot_NP_415124.1_583	lcl|NC_017632.1_prot_WP_001234311.1_2856	318	318	100	100	318	100.000	639
lcl|NC_000913.3_prot_NP_415125.1_584	lcl|NC_017632.1_prot_WP_001298341.1_2855	391	391	100	100	391	99.744	800
lcl|NC_000913.3_prot_NP_415126.1_585	lcl|NC_017632.1_prot_WP_000026789.1_2854	536	536	100	100	536	99.254	1100
lcl|NC_000913.3_prot_NP_415127.1_586	lcl|NC_017632.1_prot_WP_001007138.1_2853	285	285	100	100	285	100.000	591
lcl|NC_000913.3_prot_NP_415128.1_587	lcl|NC_017632.1_prot_WP_000347625.1_2852	248	248	100	100	248	99.194	501
lcl|NC_000913.3_prot_NP_415129.1_588	lcl|NC_017632.1_prot_WP_000637953.1_2851	137	137	100	100	137	100.000	283
lcl|NC_000913.3_prot_NP_415130.1_589	lcl|NC_017632.1_prot_WP_001043146.1_2850	701	701	100	100	701	99.715	1404
lcl|NC_000913.3_prot_YP_588442.1_590	lcl|NC_017632.1_prot_WP_000460431.1_2849	65	65	100	100	65	100.000	139
lcl|NC_000913.3_prot_NP_415132.1_591	lcl|NC_017632.1_prot_WP_001120419.1_2848	362	362	100	100	362	97.514	727
lcl|NC_000913.3_prot_NP_415133.1_592	lcl|NC_017632.1_prot_WP_000183965.1_2847	386	386	100	100	386	97.927	788
lcl|NC_000913.3_prot_NP_415134.1_593	lcl|NC_017632.1_prot_WP_000502940.1_2846	209	209	100	100	209	98.565	432
lcl|NC_000913.3_prot_NP_415135.1_594	lcl|NC_017632.1_prot_WP_000029783.1_2845	406	406	100	100	406	97.537	838
lcl|NC_000913.3_prot_NP_415136.1_595	lcl|NC_017632.1_prot_WP_001298334.1_2844	300	300	100	100	300	88.667	554
lcl|NC_000913.3_prot_NP_415137.2_596	lcl|NC_017632.1_prot_WP_001339332.1_2843	248	248	100	100	248	99.597	508
lcl|NC_000913.3_prot_NP_415138.1_597	lcl|NC_017632.1_prot_WP_000052796.1_2842	187	187	100	100	187	100.000	389
lcl|NC_000913.3_prot_NP_415139.2_598	lcl|NC_017632.1_prot_WP_000887629.1_2841	521	521	100	100	521	100.000	1068
lcl|NC_000913.3_prot_NP_415140.1_599	lcl|NC_017632.1_prot_WP_001308472.1_2840	142	142	100	100	142	97.887	279
lcl|NC_000913.3_prot_NP_415143.1_602	lcl|NC_017632.1_prot_WP_000089731.1_2839	136	136	100	100	136	100.000	277
lcl|NC_000913.3_prot_NP_415144.1_603	lcl|NC_017632.1_prot_WP_001331992.1_2838	268	268	100	100	268	98.881	555
lcl|NC_000913.3_prot_NP_415145.1_604	lcl|NC_017632.1_prot_WP_000050328.1_2837	487	487	100	100	487	99.795	965
lcl|NC_000913.3_prot_NP_415146.1_605	lcl|NC_017632.1_prot_WP_000062481.1_2836	292	292	100	100	292	96.918	579
lcl|NC_000913.3_prot_NP_415147.1_606	lcl|NC_017632.1_prot_WP_000550390.1_2835	183	183	100	100	183	97.814	365
lcl|NC_000913.3_prot_NP_415148.1_607	lcl|NC_017632.1_prot_WP_000192238.1_2834	510	510	100	100	510	99.412	1043
lcl|NC_000913.3_prot_NP_415149.4_608	lcl|NC_017632.1_prot_WP_000622357.1_2833	302	302	100	100	302	100.000	610
lcl|NC_000913.3_prot_NP_415150.1_609	lcl|NC_017632.1_prot_WP_000700703.1_2832	98	98	100	100	98	100.000	197
lcl|NC_000913.3_prot_NP_415152.1_611	lcl|NC_017632.1_prot_WP_014639778.1_2830	552	552	100	100	552	98.370	1116
lcl|NC_000913.3_prot_NP_415153.1_612	lcl|NC_017632.1_prot_WP_000126500.1_2829	226	226	100	100	226	100.000	466
lcl|NC_000913.3_prot_NP_415154.1_613	lcl|NC_017632.1_prot_WP_000955057.1_2828	461	461	100	100	461	99.783	907
lcl|NC_000913.3_prot_NP_415155.1_614	lcl|NC_017632.1_prot_WP_001103087.1_2827	186	186	100	100	186	97.849	375
lcl|NC_000913.3_prot_NP_415156.1_615	lcl|NC_017632.1_prot_WP_000034825.1_2826	69	69	100	100	69	100.000	140
lcl|NC_000913.3_prot_NP_415157.1_616	lcl|NC_017632.1_prot_WP_000939738.1_2825	127	127	100	100	127	98.425	244
lcl|NC_000913.3_prot_NP_415160.1_617	lcl|NC_017632.1_prot_WP_000503931.1_2823	67	67	100	100	67	100.000	127
lcl|NC_000913.3_prot_NP_415161.1_618	lcl|NC_017632.1_prot_WP_000042632.1_2822	321	321	100	100	321	100.000	669
lcl|NC_000913.3_prot_NP_415163.2_620	lcl|NC_017632.1_prot_WP_000284027.1_2821	213	213	100	100	213	100.000	443
lcl|NC_000913.3_prot_NP_415164.1_621	lcl|NC_017632.1_prot_WP_000850550.1_2820	87	87	100	100	87	100.000	178
lcl|NC_000913.3_prot_NP_415165.1_622	lcl|NC_017632.1_prot_WP_001092082.1_2819	403	403	100	100	403	100.000	836
lcl|NC_000913.3_prot_NP_415166.1_623	lcl|NC_017632.1_prot_WP_001231442.1_2818	362	362	100	100	362	98.895	717
lcl|NC_000913.3_prot_NP_415167.1_624	lcl|NC_017632.1_prot_WP_000131717.1_2817	370	370	100	100	370	99.730	728
lcl|NC_000913.3_prot_NP_415168.1_625	lcl|NC_017632.1_prot_WP_000776191.1_2816	633	633	100	100	633	100.000	1306
lcl|NC_000913.3_prot_NP_415169.1_626	lcl|NC_017632.1_prot_WP_000776104.1_2815	155	155	100	100	155	100.000	318
lcl|NC_000913.3_prot_NP_415170.4_627	lcl|NC_017632.1_prot_WP_001161664.1_2814	105	105	100	100	105	100.000	211
lcl|NC_000913.3_prot_NP_415171.1_628	lcl|NC_017632.1_prot_WP_001351014.1_2813	203	203	100	100	203	97.044	410
lcl|NC_000913.3_prot_NP_415172.1_629	lcl|NC_017632.1_prot_WP_000838881.1_2812	213	213	100	100	213	99.531	439
lcl|NC_000913.3_prot_NP_415173.1_630	lcl|NC_017632.1_prot_WP_000620540.1_2811	343	343	100	100	343	99.417	685
lcl|NC_000913.3_prot_NP_415174.1_631	lcl|NC_017632.1_prot_WP_001269673.1_2810	193	193	100	100	193	100.000	395
lcl|NC_000913.3_prot_NP_415175.1_632	lcl|NC_017632.1_prot_WP_014639777.1_2809	860	860	100	100	860	99.302	1780
lcl|NC_000913.3_prot_NP_415176.1_633	lcl|NC_017632.1_prot_WP_001044880.1_2808	160	160	100	100	160	100.000	332
lcl|NC_000913.3_prot_NP_415184.1_641	lcl|NC_017632.1_prot_WP_001207539.1_2807	311	311	100	100	311	98.714	631
lcl|NC_000913.3_prot_NP_415185.1_642	lcl|NC_017632.1_prot_WP_000631389.1_2806	241	241	100	100	241	99.585	493
lcl|NC_000913.3_prot_NP_415186.1_643	lcl|NC_017632.1_prot_WP_000272824.1_2805	224	224	100	100	224	100.000	443
lcl|NC_000913.3_prot_NP_415187.1_644	lcl|NC_017632.1_prot_WP_000020940.1_2804	246	246	100	100	246	99.593	497
lcl|NC_000913.3_prot_NP_415188.1_645	lcl|NC_017632.1_prot_WP_001298614.1_2803	302	302	100	100	302	99.007	616
lcl|NC_000913.3_prot_NP_415190.1_647	lcl|NC_017632.1_prot_WP_000853057.1_2801	512	513	100	99	512	99.219	1026
lcl|NC_000913.3_prot_NP_415191.1_648	lcl|NC_017632.1_prot_WP_001278605.1_2800	292	292	100	100	292	100.000	588
lcl|NC_000913.3_prot_NP_415192.1_649	lcl|NC_017632.1_prot_WP_000084469.1_2799	155	155	100	100	155	100.000	318
lcl|NC_000913.3_prot_NP_415193.2_650	lcl|NC_017632.1_prot_WP_001018040.1_2798	346	346	100	100	346	100.000	706
lcl|NC_000913.3_prot_NP_415194.1_651	lcl|NC_017632.1_prot_WP_000162737.1_2797	474	474	100	100	474	99.789	983
lcl|NC_000913.3_prot_NP_415195.1_652	lcl|NC_017632.1_prot_WP_000184544.1_2796	391	391	100	100	391	98.210	789
lcl|NC_000913.3_prot_NP_415200.1_653	lcl|NC_017632.1_prot_WP_000337077.1_2795	554	554	100	100	554	100.000	1157
lcl|NC_000913.3_prot_NP_415201.1_654	lcl|NC_017632.1_prot_WP_000153129.1_2794	250	250	100	100	250	100.000	518
lcl|NC_000913.3_prot_NP_415202.1_655	lcl|NC_017632.1_prot_WP_000187594.1_2793	406	406	100	100	406	100.000	828
lcl|NC_000913.3_prot_NP_415203.1_656	lcl|NC_017632.1_prot_WP_000271154.1_2792	382	382	100	100	382	99.738	783
lcl|NC_000913.3_prot_NP_415204.1_657	lcl|NC_017632.1_prot_WP_001237072.1_2791	266	266	100	100	266	100.000	560
lcl|NC_000913.3_prot_NP_415205.1_658	lcl|NC_017632.1_prot_WP_001023115.1_2790	648	648	100	100	648	99.228	1294
lcl|NC_000913.3_prot_NP_415206.1_659	lcl|NC_017632.1_prot_WP_001287134.1_2780	554	554	100	100	554	99.639	1158
lcl|NC_000913.3_prot_NP_415207.1_660	lcl|NC_017632.1_prot_WP_001258810.1_2779	468	468	100	100	468	99.573	956
lcl|NC_000913.3_prot_NP_415208.1_661	lcl|NC_017632.1_prot_WP_000733594.1_2778	108	108	100	100	108	96.296	215
lcl|NC_000913.3_prot_NP_415209.1_662	lcl|NC_017632.1_prot_WP_000131702.1_2777	148	148	100	100	148	100.000	305
lcl|NC_000913.3_prot_YP_001491546.1_663	lcl|NC_017632.1_prot_WP_001406816.1_2776	28	28	100	100	28	100.000	57.4
lcl|NC_000913.3_prot_NP_415210.1_664	lcl|NC_017632.1_prot_WP_001018618.1_2775	176	176	100	100	176	100.000	361
lcl|NC_000913.3_prot_NP_415211.2_665	lcl|NC_017632.1_prot_WP_001300829.1_2774	97	97	100	100	97	100.000	192
lcl|NC_000913.3_prot_NP_415212.1_666	lcl|NC_017632.1_prot_WP_000773263.1_2773	254	254	100	100	254	98.031	509
lcl|NC_000913.3_prot_NP_415213.1_667	lcl|NC_017632.1_prot_WP_001295872.1_2772	181	181	100	100	181	99.448	377
lcl|NC_000913.3_prot_NP_415214.1_668	lcl|NC_017632.1_prot_WP_001295873.1_2771	546	546	100	100	546	99.817	1126
lcl|NC_000913.3_prot_NP_415219.1_670	lcl|NC_017632.1_prot_WP_000075837.1_2770	439	439	100	100	439	99.317	872
lcl|NC_000913.3_prot_NP_415220.1_671	lcl|NC_017632.1_prot_WP_001362902.1_2769	732	732	100	100	732	96.585	1482
lcl|NC_000913.3_prot_YP_010051176.1_672	lcl|NC_017632.1_prot_WP_001312672.1_2768	34	34	100	100	34	94.118	67.0
lcl|NC_000913.3_prot_NP_415222.1_673	lcl|NC_017632.1_prot_WP_000186083.1_2767	225	225	99	99	224	99.107	449
lcl|NC_000913.3_prot_NP_415223.1_674	lcl|NC_017632.1_prot_WP_001350605.1_2766	894	894	100	100	894	99.217	1800
lcl|NC_000913.3_prot_NP_415224.1_675	lcl|NC_017632.1_prot_WP_001331974.1_2765	190	190	100	100	190	96.316	370
lcl|NC_000913.3_prot_NP_415225.1_676	lcl|NC_017632.1_prot_WP_000087931.1_2764	682	682	100	100	682	98.827	1353
lcl|NC_000913.3_prot_NP_415226.1_677	lcl|NC_017632.1_prot_WP_000730081.1_2763	557	557	100	100	557	97.846	1084
lcl|NC_000913.3_prot_YP_588443.1_678	lcl|NC_017632.1_prot_WP_001272653.1_2762	29	29	100	100	29	100.000	54.3
lcl|NC_000913.3_prot_NP_415228.1_679	lcl|NC_017632.1_prot_WP_000424788.1_2761	68	68	100	100	68	97.059	137
lcl|NC_000913.3_prot_NP_415235.1_685	lcl|NC_017632.1_prot_WP_001075783.1_2760	169	169	100	100	169	94.083	326
lcl|NC_000913.3_prot_NP_415236.1_686	lcl|NC_017632.1_prot_WP_000207170.1_2759	472	472	99	99	471	93.843	934
lcl|NC_000913.3_prot_NP_415237.1_687	lcl|NC_017632.1_prot_WP_001032722.1_2758	493	493	100	100	493	99.189	992
lcl|NC_000913.3_prot_NP_415238.1_688	lcl|NC_017632.1_prot_WP_000798871.1_2757	247	247	100	100	247	100.000	506
lcl|NC_000913.3_prot_NP_415239.1_689	lcl|NC_017632.1_prot_WP_001188330.1_2756	218	218	100	100	218	98.624	431
lcl|NC_000913.3_prot_NP_415240.1_690	lcl|NC_017632.1_prot_WP_000912744.1_2755	310	310	100	100	310	98.710	633
lcl|NC_000913.3_prot_NP_415241.1_691	lcl|NC_017632.1_prot_WP_000687123.1_2754	244	244	100	100	244	94.262	469
lcl|NC_000913.3_prot_NP_415242.1_692	lcl|NC_017632.1_prot_WP_001114008.1_2753	263	263	100	100	263	97.338	533
lcl|NC_000913.3_prot_NP_415243.4_693	lcl|NC_017632.1_prot_WP_001144719.1_2752	348	348	100	100	348	98.851	667
lcl|NC_000913.3_prot_NP_415248.1_698	lcl|NC_017632.1_prot_WP_000785834.1_2750	427	427	100	100	427	100.000	898
lcl|NC_000913.3_prot_YP_009518759.1_700	lcl|NC_017632.1_prot_WP_001305582.1_2749	35	35	100	100	35	100.000	72.0
lcl|NC_000913.3_prot_NP_415249.1_701	lcl|NC_017632.1_prot_WP_000263353.1_2748	129	134	100	96	129	98.450	255
lcl|NC_000913.3_prot_NP_415250.1_702	lcl|NC_017632.1_prot_WP_000254365.1_2747	115	115	100	100	115	100.000	223
lcl|NC_000913.3_prot_NP_415251.1_703	lcl|NC_017632.1_prot_WP_000775540.1_2746	588	588	100	100	588	100.000	1224
lcl|NC_000913.3_prot_NP_415252.1_704	lcl|NC_017632.1_prot_WP_001235263.1_2745	238	238	100	100	238	99.580	492
lcl|NC_000913.3_prot_NP_415254.1_705	lcl|NC_017632.1_prot_WP_001181473.1_2744	933	933	100	100	933	100.000	1956
lcl|NC_000913.3_prot_NP_415255.1_706	lcl|NC_017632.1_prot_WP_000099836.1_2743	405	405	100	100	405	99.753	815
lcl|NC_000913.3_prot_NP_415256.1_707	lcl|NC_017632.1_prot_WP_001048602.1_2742	388	388	100	100	388	100.000	784
lcl|NC_000913.3_prot_NP_415257.1_708	lcl|NC_017632.1_prot_WP_000025458.1_2741	289	289	100	100	289	100.000	573
lcl|NC_000913.3_prot_NP_415261.2_712	lcl|NC_017632.1_prot_WP_000884361.1_2739	522	522	100	100	522	100.000	1066
lcl|NC_000913.3_prot_NP_415262.1_713	lcl|NC_017632.1_prot_WP_000568275.1_2738	379	379	100	100	379	100.000	765
lcl|NC_000913.3_prot_YP_588444.1_714	lcl|NC_017632.1_prot_WP_000270282.1_2737	37	37	100	100	37	100.000	77.0
lcl|NC_000913.3_prot_NP_415263.1_715	lcl|NC_017632.1_prot_WP_000034602.1_2736	97	97	100	100	97	100.000	194
lcl|NC_000913.3_prot_NP_415264.1_716	lcl|NC_017632.1_prot_WP_001098384.1_2735	134	134	100	100	134	100.000	279
lcl|NC_000913.3_prot_NP_415265.1_717	lcl|NC_017632.1_prot_WP_000131310.1_2734	230	230	100	100	230	99.565	466
lcl|NC_000913.3_prot_NP_415266.1_718	lcl|NC_017632.1_prot_WP_000090097.1_2733	142	142	100	100	142	100.000	281
lcl|NC_000913.3_prot_NP_415268.1_720	lcl|NC_017632.1_prot_WP_001295307.1_2731	430	430	100	100	430	100.000	872
lcl|NC_000913.3_prot_NP_415269.1_721	lcl|NC_017632.1_prot_WP_001295883.1_2730	173	173	100	100	173	99.422	355
lcl|NC_000913.3_prot_NP_415270.1_722	lcl|NC_017632.1_prot_2729	263	263	75	75	196	98.980	396
lcl|NC_000913.3_prot_NP_415271.1_723	lcl|NC_017632.1_prot_WP_000115276.1_2728	347	347	100	100	347	98.271	705
lcl|NC_000913.3_prot_NP_415272.1_724	lcl|NC_017632.1_prot_WP_000345406.1_2727	239	239	100	100	239	99.582	477
lcl|NC_000913.3_prot_NP_415273.1_725	lcl|NC_017632.1_prot_WP_000951260.1_2726	313	313	100	100	313	99.042	627
lcl|NC_000913.3_prot_NP_415274.1_726	lcl|NC_017632.1_prot_WP_000784341.1_2725	126	126	100	100	126	97.619	244
lcl|NC_000913.3_prot_NP_415275.1_727	lcl|NC_017632.1_prot_WP_001109195.1_2724	350	350	100	100	350	99.429	720
lcl|NC_000913.3_prot_NP_415276.1_728	lcl|NC_017632.1_prot_WP_001295305.1_2723	250	250	100	100	250	100.000	511
lcl|NC_000913.3_prot_NP_415277.1_729	lcl|NC_017632.1_prot_WP_000931396.1_2722	346	346	100	100	346	99.133	715
lcl|NC_000913.3_prot_NP_415278.1_730	lcl|NC_017632.1_prot_WP_000053414.1_2721	382	382	100	100	382	99.738	790
lcl|NC_000913.3_prot_NP_415279.1_731	lcl|NC_017632.1_prot_WP_000191502.1_2720	348	348	100	100	348	99.138	725
lcl|NC_000913.3_prot_NP_415280.3_732	lcl|NC_017632.1_prot_WP_001265445.1_2719	338	338	100	100	338	99.112	697
lcl|NC_000913.3_prot_NP_415281.1_733	lcl|NC_017632.1_prot_WP_000096843.1_2718	490	490	99	99	489	97.342	973
lcl|NC_000913.3_prot_NP_415282.1_734	lcl|NC_017632.1_prot_WP_001147445.1_2717	262	262	100	100	262	99.237	527
lcl|NC_000913.3_prot_NP_415283.1_735	lcl|NC_017632.1_prot_WP_000891515.1_2716	49	49	100	100	49	100.000	96.7
lcl|NC_000913.3_prot_NP_415284.1_736	lcl|NC_017632.1_prot_WP_000113014.1_2715	257	257	100	100	257	98.054	510
lcl|NC_000913.3_prot_NP_415285.1_737	lcl|NC_017632.1_prot_WP_000604040.1_2714	229	229	100	100	229	98.253	440
lcl|NC_000913.3_prot_NP_415286.1_738	lcl|NC_017632.1_prot_WP_000891671.1_2713	352	352	100	100	352	99.148	711
lcl|NC_000913.3_prot_NP_415287.1_739	lcl|NC_017632.1_prot_WP_000213425.1_2712	272	272	100	100	272	99.632	565
lcl|NC_000913.3_prot_NP_415288.1_740	lcl|NC_017632.1_prot_WP_000815415.1_2711	331	331	100	100	331	99.396	681
lcl|NC_000913.3_prot_NP_415289.4_741	lcl|NC_017632.1_prot_WP_000679972.1_2710	317	317	100	100	317	99.685	654
lcl|NC_000913.3_prot_NP_415290.1_742	lcl|NC_017632.1_prot_WP_014639774.1_2709	350	343	98	100	343	99.708	696
lcl|NC_000913.3_prot_NP_415291.1_743	lcl|NC_017632.1_prot_WP_001036491.1_2708	477	477	100	100	477	99.371	921
lcl|NC_000913.3_prot_NP_415292.2_744	lcl|NC_017632.1_prot_WP_000593922.1_2707	753	753	100	100	753	98.805	1549
lcl|NC_000913.3_prot_NP_415293.1_745	lcl|NC_017632.1_prot_WP_001091562.1_2706	427	427	100	100	427	99.297	871
lcl|NC_000913.3_prot_NP_415294.1_746	lcl|NC_017632.1_prot_WP_000767411.1_2705	158	158	100	100	158	98.734	323
lcl|NC_000913.3_prot_NP_415295.1_747	lcl|NC_017632.1_prot_WP_001362906.1_2704	429	429	100	100	429	98.368	877
lcl|NC_000913.3_prot_NP_415296.1_748	lcl|NC_017632.1_prot_WP_000951218.1_2703	346	346	100	100	346	99.711	722
lcl|NC_000913.3_prot_NP_415297.1_749	lcl|NC_017632.1_prot_WP_000638121.1_2702	384	384	100	100	384	96.094	752
lcl|NC_000913.3_prot_NP_415298.1_750	lcl|NC_017632.1_prot_WP_000246772.1_2701	251	251	100	100	251	98.008	503
lcl|NC_000913.3_prot_NP_415299.1_751	lcl|NC_017632.1_prot_WP_000030923.1_2700	225	225	100	100	225	97.333	451
lcl|NC_000913.3_prot_NP_415300.1_752	lcl|NC_017632.1_prot_WP_000042533.1_2699	673	673	100	100	673	100.000	1364
lcl|NC_000913.3_prot_NP_415301.1_753	lcl|NC_017632.1_prot_WP_001331964.1_2698	302	302	100	100	302	98.344	597
lcl|NC_000913.3_prot_NP_415302.1_754	lcl|NC_017632.1_prot_WP_001350602.1_2697	329	329	100	100	329	98.784	676
lcl|NC_000913.3_prot_NP_415303.1_755	lcl|NC_017632.1_prot_WP_000084639.1_2696	170	170	100	100	170	100.000	353
lcl|NC_000913.3_prot_NP_415304.1_756	lcl|NC_017632.1_prot_WP_000080885.1_2695	161	161	100	100	161	100.000	330
lcl|NC_000913.3_prot_NP_415305.1_757	lcl|NC_017632.1_prot_WP_000611261.1_2694	81	81	100	100	81	96.296	158
lcl|NC_000913.3_prot_NP_415306.1_758	lcl|NC_017632.1_prot_WP_000852287.1_2693	150	150	100	100	150	99.333	306
lcl|NC_000913.3_prot_NP_415307.1_759	lcl|NC_017632.1_prot_WP_000373624.1_2692	234	234	100	100	234	100.000	461
lcl|NC_000913.3_prot_NP_415308.1_760	lcl|NC_017632.1_prot_WP_001350600.1_2691	237	237	100	100	237	92.405	445
lcl|NC_000913.3_prot_NP_415309.1_761	lcl|NC_017632.1_prot_WP_000045477.1_2690	318	318	100	100	318	98.742	627
lcl|NC_000913.3_prot_NP_415310.1_762	lcl|NC_017632.1_prot_WP_000650331.1_2689	413	413	100	100	413	99.274	846
lcl|NC_000913.3_prot_NP_415311.1_763	lcl|NC_017632.1_prot_WP_001113348.1_2688	253	253	100	100	253	100.000	527
lcl|NC_000913.3_prot_NP_415312.1_764	lcl|NC_017632.1_prot_WP_000871984.1_2687	136	136	100	100	136	99.265	268
lcl|NC_000913.3_prot_NP_415313.1_765	lcl|NC_017632.1_prot_WP_000469031.1_2686	368	368	100	100	368	100.000	746
lcl|NC_000913.3_prot_NP_415314.1_766	lcl|NC_017632.1_prot_WP_000070126.1_2685	377	377	100	100	377	99.469	757
lcl|NC_000913.3_prot_NP_415315.4_767	lcl|NC_017632.1_prot_WP_001331962.1_2684	578	578	100	100	578	99.308	1180
lcl|NC_000913.3_prot_NP_415316.1_768	lcl|NC_017632.1_prot_WP_001331961.1_2683	332	331	99	100	331	99.396	667
lcl|NC_000913.3_prot_NP_415317.4_769	lcl|NC_017632.1_prot_WP_001295890.1_2682	223	223	100	100	223	99.552	460
lcl|NC_000913.3_prot_NP_415318.1_770	lcl|NC_017632.1_prot_WP_000007119.1_2681	454	453	100	100	454	98.899	902
lcl|NC_000913.3_prot_NP_415320.1_772	lcl|NC_017632.1_prot_WP_001218660.1_2679	716	716	100	100	716	99.721	1471
lcl|NC_000913.3_prot_NP_415321.1_773	lcl|NC_017632.1_prot_WP_000386565.1_2678	320	320	100	100	320	99.375	657
lcl|NC_000913.3_prot_NP_415322.1_774	lcl|NC_017632.1_prot_WP_000253503.1_2677	361	361	100	100	361	98.338	734
